RID,Time_Departure,Distance,Weekday,Hour,Day,Signaltype,Time_Arrival,Speed_Per_Hour,Time_Driving,Address1,Address2
R00568,2023-01-24 16:00:00,271343.4496536308,Mon,11,15,5,2023-01-24 19:52:00,31.941867008831867,30581.0,경기도,상세주소568
R00569,2023-01-24 17:00:00,105128.38463996681,Wed,23,14,47,2023-01-24 19:21:00,77.56870152331913,4879.0,경기도,상세주소569
R00570,2023-01-24 18:00:00,154682.85725878342,Sat,22,24,48,2023-01-24 20:28:00,64.69460604819483,8607.0,-,상세주소570
R00571,2023-01-24 19:00:00,235312.25080960177,Sun,7,22,18,2023-01-24 19:46:00,91.31379234052184,9277.0,경기도,상세주소571
R00572,2023-01-24 20:00:00,119566.29191405978,Sat,10,3,2,2023-01-25 00:16:00,61.55167442269141,6993.0,인천광역시,상세주소572
R00573,2023-01-24 21:00:00,187003.9233681342,Fri,13,24,17,2023-01-24 23:26:00,38.294641204289015,17579.0,경기도,상세주소573
R00574,2023-01-24 22:00:00,258846.7489152768,Sun,7,23,38,2023-01-24 23:12:00,36.04393620245329,25853.0,서울특별시,상세주소574
R00575,2023-01-24 23:00:00,284906.666473635,Sun,23,19,8,2023-01-25 01:24:00,52.185887721751435,19654.0,경기도,상세주소575
R00576,2023-01-25 00:00:00,44974.97079778234,Mon,9,25,11,2023-01-25 01:06:00,54.30190466756938,2981.0,경기도,상세주소576
R00577,2023-01-25 01:00:00,278049.6999232868,Sun,6,12,4,2023-01-25 03:22:00,48.654765706848366,20573.0,서울특별시,상세주소577
R00578,2023-01-25 02:00:00,148142.7716307819,Thu,16,2,2,2023-01-25 03:04:00,62.569610658368696,8523.0,경기도,상세주소578
R00579,2023-01-25 03:00:00,78215.07210138855,Tue,3,3,10,2023-01-25 05:41:00,48.147126122286465,5848.0,서울특별시,상세주소579
R00580,2023-01-25 04:00:00,138281.59111524012,Tue,12,18,29,2023-01-25 08:17:00,65.08411788848478,7648.0,경기도,상세주소580
R00581,2023-01-25 05:00:00,294029.74001035764,Tue,3,29,3,2023-01-25 07:56:00,49.58703168663461,21346.0,서울특별시,상세주소581
R00582,2023-01-25 06:00:00,148292.81010386802,Thu,4,1,4,2023-01-25 08:31:00,72.63407415469143,7349.0,강원도,상세주소582
R00583,2023-01-25 07:00:00,99296.73147596496,Sat,21,20,0,2023-01-25 08:50:00,53.798024132463524,6644.0,경기도,상세주소583
R00584,2023-01-25 08:00:00,190386.855440701,Mon,3,21,26,2023-01-25 11:22:00,84.92413344534864,8070.0,경기도,상세주소584
R00585,2023-01-25 09:00:00,72803.54001467973,Sun,17,29,27,2023-01-25 12:03:00,73.04589399579307,3588.0,충청남도,상세주소585
R00586,2023-01-25 10:00:00,23683.135104490513,Thu,5,6,28,2023-01-25 12:59:00,63.87170679623411,1334.0,서울특별시,상세주소586
R00587,2023-01-25 11:00:00,39535.036851284116,Tue,23,5,17,2023-01-25 12:27:00,55.846454667201826,2548.0,경기도,상세주소587
R00588,2023-01-25 12:00:00,39285.70584837396,Fri,23,1,11,2023-01-25 13:32:00,29.619805493427545,4774.0,서울특별시,상세주소588
R00589,2023-01-25 13:00:00,46418.90536017601,Wed,22,19,12,2023-01-25 16:05:00,88.27098809347844,1893.0,경기도,상세주소589
R00590,2023-01-25 14:00:00,42509.32462217363,Sun,21,1,40,2023-01-25 17:17:00,46.38445843165401,3299.0,경기도,상세주소590
R00591,2023-01-25 15:00:00,192621.54869616116,Thu,1,27,1,2023-01-25 18:15:00,61.81464268804439,11218.0,강원도,상세주소591
R00592,2023-01-25 16:00:00,55382.1452353443,Thu,22,21,36,2023-01-25 17:54:00,66.87608647071764,2981.0,인천광역시,상세주소592
R00593,2023-01-25 17:00:00,104354.5177138351,Mon,10,21,44,2023-01-25 19:46:00,56.329768808438814,6669.0,서울특별시,상세주소593
R00594,2023-01-25 18:00:00,269139.7345618975,Mon,13,16,15,2023-01-25 21:38:00,87.09202108716056,11125.0,경기도,상세주소594
R00595,2023-01-25 19:00:00,142714.53043859883,Thu,4,12,47,2023-01-25 19:31:00,35.57258165182507,14442.0,경기도,상세주소595
R00596,2023-01-25 20:00:00,,Tue,5,27,23,2023-01-25 22:15:00,94.67869613974675,7627.0,충청남도,상세주소596
R00597,2023-01-25 21:00:00,52523.64148928732,Wed,9,29,34,2023-01-25 22:41:00,73.43115115016633,2574.0,경기도,상세주소597
R00598,2023-01-25 22:00:00,58494.41662379256,Sun,7,22,21,2023-01-26 00:35:00,55.071588263310616,3823.0,경기도,상세주소598
R00599,2023-01-25 23:00:00,13219.71626367718,Mon,13,8,35,2023-01-26 02:19:00,55.295400121374236,860.0,경기도,상세주소599
R00600,2023-01-26 00:00:00,51511.5838585772,Sun,23,26,10,2023-01-26 03:54:00,15.66356992192317,11839.0,서울특별시,상세주소600
R00601,2023-01-26 01:00:00,84298.51137055563,Tue,2,16,45,2023-01-26 04:44:00,43.03534459663797,7051.0,경기도,상세주소601
R00602,2023-01-26 02:00:00,53926.1347987473,Sun,11,28,28,2023-01-26 05:07:00,52.92192489973914,3668.0,경기도,상세주소602
R00603,2023-01-26 03:00:00,27522.057593359626,Fri,15,1,34,2023-01-26 05:50:00,63.522099520618156,1559.0,충청남도,상세주소603
R00604,2023-01-26 04:00:00,37070.125459079645,Mon,22,4,47,2023-01-26 04:36:00,85.19162488904453,1566.0,서울특별시,상세주소604
R00605,2023-01-26 05:00:00,138772.851641785,Tue,16,10,14,2023-01-26 06:23:00,100.75091249657902,4958.0,경기도,상세주소605
R00606,2023-01-26 06:00:00,62693.78180333196,Tue,0,11,30,2023-01-26 08:13:00,65.44534197605147,3448.0,인천광역시,상세주소606
R00607,2023-01-26 07:00:00,109916.68845337456,Wed,22,17,41,2023-01-26 08:30:00,64.11218624285931,6171.0,경기도,상세주소607
R00608,2023-01-26 08:00:00,151521.7639856022,Wed,9,25,40,2023-01-26 09:56:00,50.19296464976263,10867.0,서울특별시,상세주소608
R00609,2023-01-26 09:00:00,207428.05376018022,Fri,22,27,42,2023-01-26 13:47:00,25.6979971335426,29058.0,서울특별시,상세주소609
R00610,2023-01-26 10:00:00,12754.329812488582,Tue,9,23,15,2023-01-26 13:27:00,47.88426947589568,958.0,경기도,상세주소610
R00611,2023-01-26 11:00:00,240023.70927380375,Sat,20,7,9,2023-01-26 15:31:00,55.889978405079546,15460.0,경기도,상세주소611
R00612,2023-01-26 12:00:00,188742.2164577814,Tue,23,12,48,2023-01-26 15:52:00,79.50788841330325,8545.0,인천광역시,상세주소612
R00613,2023-01-26 13:00:00,25445.9505527127,Wed,1,21,31,2023-01-26 14:00:00,70.39029063163893,1301.0,강원도,상세주소613
R00614,2023-01-26 14:00:00,262200.00860792643,Sat,8,7,1,2023-01-26 15:49:00,64.4309044780212,14650.0,서울특별시,상세주소614
R00615,2023-01-26 15:00:00,276340.84775901213,Mon,21,12,23,2023-01-26 15:40:00,48.38399813021495,20561.0,경기도,상세주소615
R00616,2023-01-26 16:00:00,19262.30999660426,Mon,12,15,22,2023-01-26 20:43:00,20.357665019117384,3406.0,경기도,상세주소616
R00617,2023-01-26 17:00:00,83786.41679601392,Sun,15,2,1,2023-01-26 20:25:00,21.56487902534692,13987.0,경기도,상세주소617
R00618,2023-01-26 18:00:00,242054.18265812533,Thu,17,14,37,2023-01-26 20:35:00,26.72527066115976,,경기도,상세주소618
R00619,2023-01-26 19:00:00,224729.64742471385,Wed,18,13,30,2023-01-26 20:16:00,54.159866475905645,14937.0,서울특별시,상세주소619
R00620,2023-01-26 20:00:00,56171.78478755682,Thu,11,4,39,2023-01-26 23:55:00,79.88088875435979,2531.0,서울특별시,상세주소620
R00621,2023-01-26 21:00:00,63595.44767767638,Sat,7,14,25,2023-01-26 23:16:00,79.34131139921767,2885.0,경기도,상세주소621
R00622,2023-01-26 22:00:00,111771.15873462321,Wed,16,14,28,2023-01-27 00:32:00,75.87431524154873,5303.0,경기도,상세주소622
R00623,2023-01-26 23:00:00,145872.3725721154,Fri,14,16,2,2023-01-27 01:43:00,49.698090329639214,10566.0,서울특별시,상세주소623
R00624,2023-01-27 00:00:00,185858.1766875585,Tue,9,7,13,2023-01-27 02:16:00,82.8852633223422,8072.0,경기도,상세주소624
R00625,2023-01-27 01:00:00,111305.17823136195,Fri,14,19,24,2023-01-27 02:19:00,41.37858847420313,9683.0,-,상세주소625
R00626,2023-01-27 02:00:00,139297.88012381122,Sat,14,2,47,2023-01-27 04:04:00,77.06786877717752,6506.0,서울특별시,상세주소626
R00627,2023-01-27 03:00:00,224493.8105019932,Wed,22,10,0,2023-01-27 07:57:00,26.508473604238894,30487.0,충청남도,상세주소627
R00628,2023-01-27 04:00:00,11968.277664288771,Sat,6,18,2,2023-01-27 04:52:00,36.457755122255634,1181.0,충청남도,상세주소628
R00629,2023-01-27 05:00:00,76478.6463588622,Tue,12,29,25,2023-01-27 06:23:00,93.05230121941128,2958.0,충청남도,상세주소629
R00630,2023-01-27 06:00:00,214291.52617948118,Mon,16,17,17,2023-01-27 10:43:00,55.92330772341591,13794.0,경기도,상세주소630
R00631,2023-01-27 07:00:00,268666.8444684726,Mon,8,5,8,2023-01-27 11:24:00,46.38060281167101,20853.0,강원도,상세주소631
R00632,2023-01-27 08:00:00,153991.55519258417,Sat,7,12,37,2023-01-27 09:28:00,82.05517417331308,6756.0,경기도,상세주소632
R00633,2023-01-27 09:00:00,160101.9320943294,Thu,19,6,22,2023-01-27 12:13:00,84.34743247114544,6833.0,경기도,상세주소633
R00634,2023-01-27 10:00:00,33044.43139059304,Wed,20,22,20,2023-01-27 14:48:00,51.33438383801555,2317.0,서울특별시,상세주소634
R00635,2023-01-27 11:00:00,134776.29768021294,Wed,17,9,0,2023-01-27 15:05:00,65.56926905884274,7399.0,경기도,상세주소635
R00636,2023-01-27 12:00:00,160252.56267005194,Mon,12,20,20,2023-01-27 15:32:00,62.73814850814287,9195.0,경기도,상세주소636
R00637,2023-01-27 13:00:00,73498.68058678418,Sun,15,1,26,2023-01-27 14:26:00,10.0,26459.0,경기도,상세주소637
R00638,2023-01-27 14:00:00,81503.72605386491,Fri,8,22,41,2023-01-27 16:54:00,32.08279842472545,9145.0,경기도,상세주소638
R00639,2023-01-27 15:00:00,113807.96476828217,Sun,11,15,5,2023-01-27 16:59:00,78.84508828364153,5196.0,서울특별시,상세주소639
R00640,2023-01-27 16:00:00,7001.288135540184,Tue,11,21,43,2023-01-27 17:14:00,43.347915019145006,581.0,경기도,상세주소640
R00641,2023-01-27 17:00:00,97301.6705093703,Fri,5,26,35,2023-01-27 21:46:00,70.59675792130128,4961.0,서울특별시,상세주소641
R00642,2023-01-27 18:00:00,64222.95409196685,Fri,18,6,27,2023-01-27 18:50:00,65.26080902691066,3542.0,-,상세주소642
R00643,2023-01-27 19:00:00,98921.70830119649,Sat,6,19,44,2023-01-27 19:50:00,84.30865540255763,4223.0,서울특별시,상세주소643
R00644,2023-01-27 20:00:00,36808.877413956114,Mon,2,18,16,2023-01-27 21:21:00,32.72417023184287,4049.0,서울특별시,상세주소644
R00645,2023-01-27 21:00:00,267267.6569412286,Sun,15,6,39,2023-01-28 00:20:00,67.88411681922504,14173.0,-,상세주소645
R00646,2023-01-27 22:00:00,178484.14361266055,Sun,17,13,2,2023-01-27 23:36:00,58.69171083729112,10947.0,경기도,상세주소646
R00647,2023-01-27 23:00:00,204051.59342420238,Mon,15,1,11,2023-01-28 01:22:00,44.20451318650105,16617.0,서울특별시,상세주소647
R00648,2023-01-28 00:00:00,236962.20034359416,Sun,22,23,38,2023-01-28 03:09:00,44.06407179441524,19359.0,충청남도,상세주소648
R00649,2023-01-28 01:00:00,150034.21747978812,Mon,6,23,11,2023-01-28 05:55:00,64.54961761651327,8367.0,강원도,상세주소649
R00650,2023-01-28 02:00:00,26989.166138139684,Sat,3,26,1,2023-01-28 06:21:00,72.59340342103583,1338.0,서울특별시,상세주소650
R00651,2023-01-28 03:00:00,161594.85600374578,Thu,7,13,45,2023-01-28 04:37:00,61.2719256508859,9494.0,경기도,상세주소651
R00652,2023-01-28 04:00:00,,Fri,12,7,21,2023-01-28 04:57:00,61.89428503714557,10263.0,강원도,상세주소652
R00653,2023-01-28 05:00:00,223886.40278111465,Sat,12,15,22,2023-01-28 07:25:00,50.03011191927953,16110.0,경기도,상세주소653
R00654,2023-01-28 06:00:00,130066.20432267414,Wed,16,12,29,2023-01-28 07:20:00,51.35628365900552,9117.0,경기도,상세주소654
R00655,2023-01-28 07:00:00,39146.51053587357,Tue,16,27,4,2023-01-28 10:30:00,44.15059283284205,3191.0,경기도,상세주소655
R00656,2023-01-28 08:00:00,85848.99583381861,Thu,4,26,8,2023-01-28 12:49:00,49.627966966099436,6227.0,서울특별시,상세주소656
R00657,2023-01-28 09:00:00,109561.6066231919,Wed,5,1,20,2023-01-28 10:48:00,71.89351183669994,5486.0,인천광역시,상세주소657
R00658,2023-01-28 10:00:00,194129.25515814876,Fri,18,15,10,2023-01-28 12:17:00,74.12811248867698,9427.0,충청남도,상세주소658
R00659,2023-01-28 11:00:00,171662.71309600465,Sun,12,4,4,2023-01-28 12:43:00,34.48248768387725,17921.0,인천광역시,상세주소659
R00660,2023-01-28 12:00:00,107472.92104345602,Mon,13,13,34,2023-01-28 15:24:00,42.07126649436803,9196.0,경기도,상세주소660
R00661,2023-01-28 13:00:00,295968.05938910093,Fri,21,23,26,2023-01-28 16:33:00,45.79203952661617,23267.0,서울특별시,상세주소661
R00662,2023-01-28 14:00:00,182126.67098770925,Sat,3,27,48,2023-01-28 14:52:00,58.71926276467168,11165.0,인천광역시,상세주소662
R00663,2023-01-28 15:00:00,71930.81072906234,Tue,6,25,1,2023-01-28 17:38:00,26.336943879271928,9832.0,서울특별시,상세주소663
R00664,2023-01-28 16:00:00,31432.95931350072,Sat,7,5,23,2023-01-28 19:35:00,42.421859045233184,2667.0,강원도,상세주소664
R00665,2023-01-28 17:00:00,46704.882616115276,Thu,12,29,30,2023-01-28 18:28:00,32.28836973955855,5207.0,충청남도,상세주소665
R00666,2023-01-28 18:00:00,74541.36078696793,Thu,5,2,32,2023-01-28 18:30:00,68.00964268420232,3945.0,서울특별시,상세주소666
R00667,2023-01-28 19:00:00,49043.730604607146,Tue,5,23,38,2023-01-28 21:40:00,59.406501153354704,2972.0,경기도,상세주소667
R00668,2023-01-28 20:00:00,56783.54019134042,Wed,23,26,29,2023-01-28 21:36:00,50.749049491152604,4028.0,서울특별시,상세주소668
R00669,2023-01-28 21:00:00,86243.45543946029,Wed,20,1,45,2023-01-28 22:58:00,38.73445438463958,8015.0,강원도,상세주소669
R00670,2023-01-28 22:00:00,52838.704993131694,Thu,2,16,36,2023-01-29 00:09:00,51.05807097421611,3725.0,경기도,상세주소670
R00671,2023-01-28 23:00:00,269132.86196330114,Thu,2,23,27,2023-01-29 02:38:00,48.70615768484157,19892.0,충청남도,상세주소671
R00672,2023-01-29 00:00:00,24989.88995283102,Sun,12,6,30,2023-01-29 04:30:00,92.69333105039743,970.0,경기도,상세주소672
R00673,2023-01-29 01:00:00,157828.90548150614,Mon,21,23,10,2023-01-29 05:59:00,79.9403942316354,7107.0,서울특별시,상세주소673
R00674,2023-01-29 02:00:00,123708.65126990879,Sun,1,16,22,2023-01-29 06:08:00,46.1858414814216,9642.0,서울특별시,상세주소674
R00675,2023-01-29 03:00:00,294731.2064556733,Sun,15,14,1,2023-01-29 06:25:00,63.30390681904914,16760.0,서울특별시,상세주소675
R00676,2023-01-29 04:00:00,34499.63174824765,Wed,21,29,39,2023-01-29 08:22:00,78.88417293171992,1574.0,충청남도,상세주소676
R00677,2023-01-29 05:00:00,119958.82411467675,Tue,5,26,40,2023-01-29 08:00:00,46.179716254074236,9351.0,경기도,상세주소677
R00678,2023-01-29 06:00:00,290871.6595493353,Wed,7,3,26,2023-01-29 10:18:00,31.657785180534603,33076.0,경기도,상세주소678
R00679,2023-01-29 07:00:00,259786.6306423001,Mon,22,15,34,2023-01-29 10:20:00,24.062829581347522,38866.0,인천광역시,상세주소679
R00680,2023-01-29 08:00:00,245304.5492138347,Sat,7,3,1,2023-01-29 12:12:00,85.44533839829215,10335.0,경기도,상세주소680
R00681,2023-01-29 09:00:00,78112.94528643701,Thu,5,23,38,2023-01-29 13:02:00,56.17875237060165,5005.0,서울특별시,상세주소681
R00682,2023-01-29 10:00:00,52095.38862962968,Thu,13,29,36,2023-01-29 11:10:00,65.82650465749398,2849.0,경기도,상세주소682
R00683,2023-01-29 11:00:00,200924.32275740488,Mon,2,2,20,2023-01-29 13:31:00,48.5152524936188,14909.0,경기도,상세주소683
R00684,2023-01-29 12:00:00,278883.4207491482,Sun,9,1,4,2023-01-29 16:16:00,34.642021630206315,28981.0,서울특별시,상세주소684
R00685,2023-01-29 13:00:00,167472.105011165,Tue,2,9,44,2023-01-29 14:57:00,38.37398350321804,15711.0,인천광역시,상세주소685
R00686,2023-01-29 14:00:00,171912.19415150007,Thu,11,9,20,2023-01-29 18:56:00,33.17930415414782,18652.0,경기도,상세주소686
R00687,2023-01-29 15:00:00,84713.74900442497,Fri,16,23,28,2023-01-29 15:58:00,76.99988828937751,3960.0,경기도,상세주소687
R00688,2023-01-29 16:00:00,231078.38702438914,Sun,4,7,19,2023-01-29 20:36:00,89.851223166641,9258.0,경기도,상세주소688
R00689,2023-01-29 17:00:00,56926.08081869949,Thu,19,3,37,2023-01-29 21:33:00,60.74487924950045,3373.0,서울특별시,상세주소689
R00690,2023-01-29 18:00:00,97780.09168486886,Fri,8,26,19,2023-01-29 19:30:00,29.644018135992024,11874.0,경기도,상세주소690
R00691,2023-01-29 19:00:00,128205.49514630862,Mon,20,18,49,2023-01-29 21:56:00,69.93168381671217,6599.0,서울특별시,상세주소691
R00692,2023-01-29 20:00:00,152775.50322665204,Mon,19,11,24,2023-01-29 23:23:00,85.29969329985086,6447.0,인천광역시,상세주소692
R00693,2023-01-29 21:00:00,73480.50999210899,Sun,6,7,1,2023-01-29 23:51:00,79.43333534966787,3330.0,서울특별시,상세주소693
R00694,2023-01-29 22:00:00,35336.210597021854,Thu,21,9,31,2023-01-29 23:13:00,59.41737903030012,2140.0,경기도,상세주소694
R00695,2023-01-29 23:00:00,183575.39269004815,Wed,3,1,25,2023-01-30 01:53:00,55.31035526746235,11948.0,서울특별시,상세주소695
R00696,2023-01-30 00:00:00,87300.53541883647,Fri,12,29,5,2023-01-30 01:24:00,59.25667357580539,5303.0,강원도,상세주소696
R00697,2023-01-30 01:00:00,174790.22820536108,Tue,12,14,40,2023-01-30 04:10:00,84.50498009953432,7446.0,경기도,상세주소697
R00698,2023-01-30 02:00:00,47154.45186698649,Thu,9,20,2,2023-01-30 05:47:00,75.20730855642765,2257.0,경기도,상세주소698
R00699,2023-01-30 03:00:00,144860.89045459044,Tue,17,6,32,2023-01-30 06:08:00,52.28486000753396,9974.0,서울특별시,상세주소699
R00700,2023-01-30 04:00:00,160244.24033292418,Thu,16,7,0,2023-01-30 05:49:00,51.781694484192066,11140.0,경기도,상세주소700
R00701,2023-01-30 05:00:00,16495.237509905644,Wed,19,10,4,2023-01-30 06:00:00,50.3660990251863,1179.0,서울특별시,상세주소701
R00702,2023-01-30 06:00:00,101644.67917998225,Wed,19,7,12,2023-01-30 08:21:00,38.70734732895397,,충청남도,상세주소702
R00703,2023-01-30 07:00:00,41189.9884047533,Sun,12,26,18,2023-01-30 08:15:00,87.03676471490772,1703.0,서울특별시,상세주소703
R00704,2023-01-30 08:00:00,19949.116171357557,Sun,16,2,11,2023-01-30 11:54:00,44.24352504507122,1623.0,서울특별시,상세주소704
R00705,2023-01-30 09:00:00,296998.1094845936,Wed,21,30,47,2023-01-30 10:21:00,69.80552131333506,15316.0,서울특별시,상세주소705
R00706,2023-01-30 10:00:00,97383.79964744217,Sat,3,4,24,2023-01-30 12:47:00,46.77144723364336,7495.0,경기도,상세주소706
R00707,2023-01-30 11:00:00,243152.45931053584,Wed,0,21,34,2023-01-30 12:43:00,50.455522359332754,17348.0,경기도,상세주소707
R00708,2023-01-30 12:00:00,77137.55577436539,Mon,0,30,11,2023-01-30 13:10:00,57.722384665540574,4810.0,충청남도,상세주소708
R00709,2023-01-30 13:00:00,204769.31394495486,Mon,14,28,29,2023-01-30 14:46:00,70.90484849668415,10396.0,강원도,상세주소709
R00710,2023-01-30 14:00:00,228308.13010701627,Sat,12,17,4,2023-01-30 17:36:00,54.815522364290416,14994.0,인천광역시,상세주소710
R00711,2023-01-30 15:00:00,179095.98344174543,Fri,16,1,33,2023-01-30 16:21:00,37.21589656765336,17324.0,강원도,상세주소711
R00712,2023-01-30 16:00:00,142001.28037649737,Tue,23,10,21,2023-01-30 17:56:00,60.381626621582015,8466.0,경기도,상세주소712
R00713,2023-01-30 17:00:00,124140.4333300333,Thu,7,19,38,2023-01-30 19:18:00,44.6665640161674,10005.0,경기도,상세주소713
R00714,2023-01-30 18:00:00,105311.6116963556,Thu,17,15,12,2023-01-30 22:14:00,90.87676613829062,4171.0,경기도,상세주소714
R00715,2023-01-30 19:00:00,278929.2141300999,Sat,12,10,46,2023-01-30 23:37:00,54.801109950548216,18323.0,경기도,상세주소715
R00716,2023-01-30 20:00:00,249355.202928531,Mon,22,19,2,2023-01-30 21:38:00,46.64061323857729,19246.0,충청남도,상세주소716
R00717,2023-01-30 21:00:00,289543.0462892873,Sun,13,12,19,2023-01-30 23:29:00,99.49601599306686,10476.0,-,상세주소717
